m	up	down
1.0267	9.88E-01	9.88E-01
1.0418	9.88E-01	9.88E-01
1.0569	9.87E-01	9.87E-01
1.0720	9.86E-01	9.86E-01
1.0871	9.85E-01	9.85E-01
1.1022	9.84E-01	9.84E-01
1.1173	9.83E-01	9.83E-01
1.1324	9.82E-01	9.82E-01
1.1475	9.81E-01	9.81E-01
1.1625	9.80E-01	9.80E-01
1.1776	9.79E-01	9.79E-01
1.1927	9.79E-01	9.79E-01
1.2078	9.78E-01	9.78E-01
1.2229	9.77E-01	9.77E-01
1.2380	9.76E-01	9.76E-01
1.2531	9.75E-01	9.75E-01
1.2682	9.74E-01	9.74E-01
1.2833	9.73E-01	9.73E-01
1.2984	9.72E-01	9.72E-01
1.3135	9.71E-01	9.71E-01
1.3286	9.70E-01	9.70E-01
1.3437	9.70E-01	9.70E-01
1.3588	9.69E-01	9.69E-01
1.3739	9.68E-01	9.68E-01
1.3890	9.67E-01	9.67E-01
1.4041	9.66E-01	9.66E-01
1.4192	9.65E-01	9.65E-01
1.4343	9.64E-01	9.64E-01
1.4494	9.63E-01	9.63E-01
1.4645	9.62E-01	9.62E-01
1.4796	9.61E-01	9.61E-01
1.4947	9.61E-01	9.61E-01
1.5098	9.60E-01	9.60E-01
1.5249	9.59E-01	9.59E-01
1.5400	9.58E-01	9.58E-01
1.5551	9.57E-01	9.57E-01
1.5702	9.56E-01	9.56E-01
1.5853	9.55E-01	9.55E-01
1.6004	9.54E-01	9.54E-01
1.6155	9.53E-01	9.53E-01
1.6306	9.52E-01	9.52E-01
1.6457	9.52E-01	9.52E-01
1.6608	9.51E-01	9.51E-01
1.6759	9.50E-01	9.50E-01
1.6910	9.49E-01	9.49E-01
1.7061	9.48E-01	9.48E-01
1.7212	9.47E-01	9.47E-01
1.7363	9.46E-01	9.46E-01
1.7514	9.45E-01	9.45E-01
1.7665	9.44E-01	9.44E-01
1.7816	9.43E-01	9.43E-01
1.7967	9.43E-01	9.43E-01
1.8118	9.42E-01	9.42E-01
1.8269	9.41E-01	9.41E-01
1.8420	9.40E-01	9.40E-01
1.8571	9.39E-01	9.39E-01
1.8722	9.38E-01	9.38E-01
1.8873	9.37E-01	9.37E-01
1.9024	9.36E-01	9.36E-01
1.9175	9.35E-01	9.35E-01
1.9325	9.34E-01	9.34E-01
1.9476	9.34E-01	9.34E-01
1.9627	9.33E-01	9.33E-01
1.9778	9.32E-01	9.32E-01
1.9929	9.31E-01	9.31E-01
2.0080	9.30E-01	9.30E-01
2.0231	9.29E-01	9.29E-01
2.0382	9.28E-01	9.28E-01
2.0533	9.27E-01	9.27E-01
2.0684	9.26E-01	9.26E-01
2.0835	9.25E-01	9.25E-01
2.0986	9.25E-01	9.25E-01
2.1137	9.24E-01	9.24E-01
2.1288	9.23E-01	9.23E-01
2.1439	9.22E-01	9.22E-01
2.1590	9.21E-01	9.21E-01
2.1741	9.20E-01	9.20E-01
2.1892	9.19E-01	9.19E-01
2.2043	9.18E-01	9.18E-01
2.2194	9.17E-01	9.17E-01
2.2345	9.16E-01	9.16E-01
2.2496	9.16E-01	9.16E-01
2.2647	9.15E-01	9.15E-01
2.2798	9.14E-01	9.14E-01
2.2949	9.13E-01	9.13E-01
2.3100	9.12E-01	9.12E-01
2.3251	9.11E-01	9.11E-01
2.3402	9.10E-01	9.10E-01
2.3553	9.09E-01	9.09E-01
2.3704	9.08E-01	9.08E-01
2.3855	9.07E-01	9.07E-01
2.4006	9.07E-01	9.07E-01
2.4157	9.06E-01	9.06E-01
2.4308	9.05E-01	9.05E-01
2.4459	9.04E-01	9.04E-01
2.4610	9.03E-01	9.03E-01
2.4761	9.02E-01	9.02E-01
2.4912	9.01E-01	9.01E-01
2.5063	9.00E-01	9.00E-01
2.5214	8.99E-01	8.99E-01
2.5365	8.98E-01	8.98E-01
2.5516	8.98E-01	8.98E-01
2.5667	8.97E-01	8.97E-01
2.5818	8.96E-01	8.96E-01
2.5969	8.95E-01	8.95E-01
2.6120	8.94E-01	8.94E-01
2.6271	8.93E-01	8.93E-01
2.6422	8.92E-01	8.92E-01
2.6573	8.91E-01	8.91E-01
2.6724	8.90E-01	8.90E-01
2.6875	8.89E-01	8.89E-01
2.7025	8.89E-01	8.89E-01
2.7176	8.88E-01	8.88E-01
2.7327	8.87E-01	8.87E-01
2.7478	8.86E-01	8.86E-01
2.7629	8.85E-01	8.85E-01
2.7780	8.84E-01	8.84E-01
2.7931	8.83E-01	8.83E-01
2.8082	8.82E-01	8.82E-01
2.8233	8.81E-01	8.81E-01
2.8384	8.80E-01	8.80E-01
2.8535	8.80E-01	8.80E-01
2.8686	8.79E-01	8.79E-01
2.8837	8.78E-01	8.78E-01
2.8988	8.77E-01	8.77E-01
2.9139	8.76E-01	8.76E-01
2.9290	8.75E-01	8.75E-01
2.9441	8.74E-01	8.74E-01
2.9592	8.73E-01	8.73E-01
2.9743	8.72E-01	8.72E-01
2.9894	8.71E-01	8.71E-01
3.0045	8.71E-01	8.71E-01
3.0196	8.70E-01	8.70E-01
3.0347	8.69E-01	8.69E-01
3.0498	8.68E-01	8.68E-01
3.0649	8.67E-01	8.67E-01
3.0800	8.66E-01	8.66E-01
3.0951	8.65E-01	8.65E-01
3.1102	8.64E-01	8.64E-01
3.1253	8.63E-01	8.63E-01
3.1404	8.62E-01	8.62E-01
3.1555	8.62E-01	8.62E-01
3.1706	8.61E-01	8.61E-01
3.1857	8.60E-01	8.60E-01
3.2008	8.59E-01	8.59E-01
3.2159	8.58E-01	8.58E-01
3.2310	8.57E-01	8.57E-01
3.2461	8.56E-01	8.56E-01
3.2612	8.55E-01	8.55E-01
3.2763	8.54E-01	8.54E-01
3.2914	8.53E-01	8.53E-01
3.3065	8.53E-01	8.53E-01
3.3216	8.52E-01	8.52E-01
3.3367	8.51E-01	8.51E-01
3.3518	8.50E-01	8.50E-01
3.3669	8.49E-01	8.49E-01
3.3820	8.48E-01	8.48E-01
3.3971	8.47E-01	8.47E-01
3.4122	8.46E-01	8.46E-01
3.4273	8.43E-01	8.43E-01
3.4424	8.36E-01	8.36E-01
3.4575	8.16E-01	8.16E-01
3.4725	7.58E-01	7.58E-01
3.4876	6.13E-01	6.13E-01
3.5027	3.74E-01	3.74E-01
3.5178	1.63E-01	1.63E-01
3.5329	5.61E-02	5.61E-02
3.5480	1.76E-02	1.76E-02
3.5631	5.33E-03	5.33E-03
3.5782	1.60E-03	1.60E-03
3.5933	0.00E+00	0.00E+00
3.6084	0.00E+00	0.00E+00
3.6235	0.00E+00	0.00E+00
3.6386	0.00E+00	0.00E+00
3.6537	0.00E+00	0.00E+00
3.6688	0.00E+00	0.00E+00
3.6839	0.00E+00	0.00E+00
3.6990	0.00E+00	0.00E+00
3.7141	0.00E+00	0.00E+00
3.7292	0.00E+00	0.00E+00
3.7443	0.00E+00	0.00E+00
3.7594	0.00E+00	0.00E+00
3.7745	0.00E+00	0.00E+00
3.7896	0.00E+00	0.00E+00
3.8047	0.00E+00	0.00E+00
3.8198	0.00E+00	0.00E+00
3.8349	0.00E+00	0.00E+00
3.8500	0.00E+00	0.00E+00
